index,name,regular_price,regular_price_str,discount_price,discount_price_str,final_price,has_discount,scraped_at,url,store,page
17,DeLonghi Rivelia EXAM440.55.G,2999.99,2999.99₾,2099.99,2099.99₾,2099.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=3,ELITE,3
18,DeLonghi Rivelia EXAM440.35.W,2999.99,2999.99₾,1799.99,1799.99₾,1799.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=3,ELITE,3
19,DeLonghi Clessidra Drip Coffee Maker ICM ...,514.99,514.99₾,256.99,256.99₾,256.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=3,ELITE,3
20,DeLonghi Rivelia Jade GreenEXAM441.55.GR,2999.99,2999.99₾,,,2999.99,False,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=3,ELITE,3
21,DeLonghi Rivelia Onyx EXAM440.35.B Black,2799.99,2799.99₾,1799.99,1799.99₾,1799.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=3,ELITE,3
22,DeLonghi Magnifica S Smart ECAM250.31.SB,1999.99,1999.99₾,1399.99,1399.99₾,1399.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=3,ELITE,3
23,DeLonghi Magnifica Evo ECAM290.61.SB,2099.99,2099.99₾,1469.99,1469.99₾,1469.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=3,ELITE,3
24,Delonghi La Specialista Arte Evo EC9255. ...,2329.99,2329.99₾,,,2329.99,False,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=3,ELITE,3
25,Delonghi Magnifica S ECAM21.117.SB,1699.99,1699.99₾,1399.99,1399.99₾,1399.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=3,ELITE,3
26,DeLonghi Magnifica S Smart ECAM250.33.TB,1999.99,1999.99₾,1199.99,1199.99₾,1199.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=3,ELITE,3
27,DeLonghi Magnifica Evo ECAM290.81.TB,2149.99,2149.99₾,1499.99,1499.99₾,1499.99,True,2025-10-24 15:17:45,https://ee.ge/en/coffee-machine/brand=delonghi;-c201t?page=3,ELITE,3
