index,name,regular_price,regular_price_str,discount_price,discount_price_str,final_price,has_discount,scraped_at,url,store
11,DeLonghi Magnifica ECAM220.60.B,2099.0,2 099.00₾,1549.0,1 549.00₾,1549.0,True,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
12,DeLonghi Magnifica Evo (ECAM290.42.TB),1669.0,1 669.00₾,1499.0,1 499.00₾,1499.0,True,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
13,DeLonghi Magnifica S (ECAM22.110.SB),1999.0,1 999.00₾,1399.0,1 399.00₾,1399.0,True,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
14,DeLonghi EC890.GR Dedica Duo,899.0,899.00₾,,,899.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
15,DeLonghi EC890.WI Dedica Duo,899.0,899.00₾,,,899.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
16,DeLonghi EC 885 BG Dedica Arte,960.0,960.00₾,790.0,790.00₾,790.0,True,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
17,DeLonghi ECI 341 BZ  Distinta,831.0,831.00₾,790.0,790.00₾,790.0,True,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
18,DeLonghi ECI 341 BK Distinta,831.0,831.00₾,790.0,790.00₾,790.0,True,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
19,Grinder KG 520 M,635.0,635.00₾,,,635.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
20,Delonghi ECP31.21 B,520.0,520.00₾,499.0,499.00₾,499.0,True,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
21,Delonghi KBI 2001.R,389.0,389.00₾,,,389.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
22,DeLonghi KBIN2001.W,385.0,385.00₾,,,385.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
23,DeLonghi CTOV2103.GR,359.0,359.00₾,,,359.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
24,DeLonghi CTOV2103.AZ,359.0,359.00₾,,,359.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
25,DeLonghi CTI 2103 R Distinta,359.0,359.00₾,,,359.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
26,DeLonghi CTOE 2103 R Icona Elements,339.0,339.00₾,305.1,305.10₾,305.1,True,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
27,DeLonghi KBD2001.BK,289.0,289.00₾,,,289.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
28,DeLonghi CTO21.AZ,255.0,255.00₾,,,255.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
29,DeLonghi KBJ2001.W,279.0,279.00₾,240.0,240.00₾,240.0,True,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
30,DeLonghi CTJ2103.W,209.0,209.00₾,,,209.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
31,Pitcher Delonghi 500 ml,100.0,100.00₾,,,100.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
32,Tamper Delonghi 51 mm,89.0,89.00₾,,,89.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
33,DeLonghi Italian cappuccino Cups – DLSC309,77.0,77.00₾,,,77.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
34,Pitcher Delonghi 350 ml,70.0,70.00₾,,,70.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
35,DeLonghi Italian Espresso Cups – DLSC308,65.0,65.00₾,,,65.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
36,DeLonghi DLSC 318,59.0,59.00₾,,,59.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
37,Travel Mug – Stainless Steel DLSC074,59.0,59.00₾,,,59.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
38,(ქართული) DeLonghi Coffee Machine Glasses DLSC311,49.99,49.99₾,,,49.99,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
39,DeLonghi ceramic mug 064,49.0,49.00₾,,,49.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
40,espresso cups DLSC310,37.0,37.00₾,,,37.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
41,Means for descaling EcoDecalk 0.500ml,35.0,35.00₾,,,35.0,False,2025-10-13 11:28:38,https://dimkava.ge/brand/delonghi/,DIM_KAVA
